origin_geoid,GEOID,closest_pcs_id,closest_pcs_lat,closest_pcs_lon,closest_pcs_dist_km,closest_pcs_dist_mi,most_visited_pcs_id,most_visited_pcs_visit_pct,most_visited_pcs_lat,most_visited_pcs_lon,visit_pct_total,top_pois_at_most_visited_pcs
171118712011,171118712011,46811,42.226647,-88.306745,3.315,2.0598,78523.0,0.0092538707016186,41.882368,-87.642179,0.107209321659941,CustomEyes Ogilvie|Optical Goods Stores|0.000109; Hudson's Booksellers|Book Stores|0.000109; Teriyaki Tempura|Full-Service Restaurants|0.000109
171118712012,171118712012,46811,42.226647,-88.306745,3.3776,2.0988,169013.0,0.0442181496181274,41.882312,-87.630943,0.3556047500830158,Labamba Burritos (Labamba Burritos)|Full-Service Restaurants|0.000127; Heritage Investigations & Surveillance|None|0.000092; Channing Capital Management|Investment Advice|0.000092
171118712013,171118712013,46811,42.226647,-88.306745,2.8351,1.7616,322581.0,0.1064317223562672,41.895335,-87.622092,0.2465452950208379,Bookshester Joyce C Psyd|Offices of Mental Health Practitioners (except Physicians)|0.000463; Pfeiffer Mary Psycholgst|Offices of Mental Health Practitioners (except Physicians)|0.000463; Hotel Audrey|Hotels (except Casino Hotels) and Motels|0.000463
171118712014,171118712014,154807,42.1798635,-88.3334365,3.4867,2.1665,213167.0,0.0362983094569072,42.1780903,-88.3996337,0.204865658087824,Northwestern Medicine Huntley Hospital Emergency Department|General Medical and Surgical Hospitals|0.000520; Avinish Reddy MD|Offices of Physicians (except Mental Health Specialists)|0.000520; Bahaa Al Azzam MD|Offices of Physicians (except Mental Health Specialists)|0.000520
171118712021,171118712021,46811,42.226647,-88.306745,2.4231,1.5056,308364.0,0.0078002244668911,42.038626,-88.284276,0.1074635241301908,"Shockey Jewelers|Jewelry Stores|0.000786; Robert M Mikulski & Co PC|None|0.000421; Studio One Hair Design|Hair, Nail, and Skin Care Services|0.000421"
171118712022,171118712022,46811,42.226647,-88.306745,1.8014,1.1194,152190.0,0.0241633301037739,42.10171805,-88.29386025,0.1461239450430154,"Spring Hill Mall|Malls|0.001459; Four Seasons Nail Salon|Hair, Nail, and Skin Care Services|0.001459; West Dundee Home Improvement (Sears Home Services)|Department Stores|0.001132"
171118712023,171118712023,46811,42.226647,-88.306745,1.733,1.0768,151764.0,0.0091036248547924,41.839207,-88.0052845,0.0832128209383371,Cericola's Sports & More|Sporting Goods Stores|0.000166; Deck the Walls|None|0.000166; JCPenney (JCPenney)|Department Stores|0.000166
171118712024,171118712024,46811,42.226647,-88.306745,2.3062,1.433,169013.0,0.0476751090272516,41.882312,-87.630943,0.2701009397841977,Galmont Consulting|None|0.000072; Shkalix|None|0.000072; C 4 Analytics|None|0.000072
171118712051,171118712051,154807,42.1798635,-88.3334365,1.8607,1.1562,169013.0,0.0654293297112781,41.882312,-87.630943,0.2176092648359798,Galmont Consulting|None|0.000058; Shkalix|None|0.000058; C 4 Analytics|None|0.000058
171118712052,171118712052,154807,42.1798635,-88.3334365,0.776,0.4822,213167.0,0.0166195753060083,42.1780903,-88.3996337,0.2158750019229684,Naveen K Krishnan MD|Offices of Physicians (except Mental Health Specialists)|0.000287; Ankit Patel DO|Offices of Physicians (except Mental Health Specialists)|0.000287; Benjamin S Bryner MD|Offices of Physicians (except Mental Health Specialists)|0.000241
171118712053,171118712053,154807,42.1798635,-88.3334365,1.3025,0.8093,213167.0,0.0181988687981713,42.1780903,-88.3996337,0.2232121052271684,Holly M Loud DO|Offices of Physicians (except Mental Health Specialists)|0.000274; Northwestern Medicine Huntley Hospital Emergency Department|General Medical and Surgical Hospitals|0.000215; Centegra Hospital Huntley|General Medical and Surgical Hospitals|0.000215
171118712061,171118712061,154807,42.1798635,-88.3334365,1.1431,0.7103,224563.0,0.0165714253190205,42.17117032,-88.33661234,0.1953054742905278,Chick-fil-A (Chick-fil-A)|Limited-Service Restaurants|0.003702; Wendy's (Wendy's)|Limited-Service Restaurants|0.002049; JPI MedGas|All Other Health and Personal Care Stores|0.001013
